sample_index,phase,capture_accepted,accept_reject_reason,target_label,command_target_id,command_target_index,commanded_cable_displacement_mm,target_cable_deltas_ticks,resolved_servo_goal_ticks,servo_positions_before_command,servo_positions_after_command,raw_tracker_translation_mm,robot_tip_translation_mm,tracker_stale_age_s,tracker_frame_number,runtime_tip_mode,runtime_tip_trust_level,runtime_telemetry_ok,runtime_telemetry_failure_code
19,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":2024,""6"":2656,""7"":2898,""8"":1729}","{""5"":2195,""6"":2473,""7"":2716,""8"":1897}","[-50.28,62.47,-241.43]","[2.9894354727721293,-1.6159166247412244,69.84033645207842]",0.037733294069767,1509376,coil_as_tip,thesis_trusted,True,
20,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1673,""6"":2471,""7"":3237,""8"":1897}","{""5"":2195,""6"":2473,""7"":2716,""8"":1897}","{""5"":1730,""6"":2471,""7"":3236,""8"":1897}","[-35.6,65.72,-272.5]","[34.24260683050957,-3.16884153816936,55.271963025468565]",0.03722992609255016,1511528,coil_as_tip,thesis_trusted,True,
21,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":1730,""6"":2471,""7"":3236,""8"":1897}","{""5"":2194,""6"":2471,""7"":2716,""8"":1897}","[-50.1,61.9,-244.11]","[5.635166684428242,-0.9011933535289529,69.67011012844918]",0.040187188889831305,1513704,coil_as_tip,thesis_trusted,True,
22,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2456,""6"":2471,""7"":2454,""8"":1897}","{""5"":2194,""6"":2471,""7"":2716,""8"":1897}","{""5"":2456,""6"":2471,""7"":2455,""8"":1897}","[-50.15,61.870000000000005,-243.58]","[5.104143381539075,-0.9000298920257634,69.71820272815002]",0.0,1515872,coil_as_tip,thesis_trusted,True,
23,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":2456,""6"":2472,""7"":2455,""8"":1897}","{""5"":2195,""6"":2471,""7"":2714,""8"":1897}","[-50.22,61.79,-243.41]","[4.929800408691705,-0.8294033597656991,69.78760316589845]",0.0,1517992,coil_as_tip,thesis_trusted,True,
24,approach,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2195,""6"":2471,""7"":2714,""8"":1897}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","[-46.910000000000004,63.39,-256.32]","[17.91943603782991,-1.724923037477815,66.52392261641845]",0.0,1520176,coil_as_tip,thesis_trusted,True,
25,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","{""5"":2194,""6"":2472,""7"":2715,""8"":1897}","[-50.14,61.83,-243.89000000000001]","[5.411548484053981,-0.8432553206177005,69.70932855273854]",0.0,1522304,coil_as_tip,thesis_trusted,True,
26,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2195,""6"":2732,""7"":2715,""8"":1636}","{""5"":2194,""6"":2471,""7"":2715,""8"":1897}","{""5"":2195,""6"":2733,""7"":2715,""8"":1663}","[-46.4,80.57000000000001,-241.64000000000001]","[4.195728898014693,-19.676367482948223,65.9578796306177]",0.0,1524480,coil_as_tip,thesis_trusted,True,
27,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":2195,""6"":2733,""7"":2715,""8"":1663}","{""5"":2195,""6"":2474,""7"":2715,""8"":1897}","[-50.25,62.42,-242.16]","[3.71574739085807,-1.5263476189782637,69.81297971884932]",0.040677282959222794,1526672,coil_as_tip,thesis_trusted,True,
28,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1826,""6"":2840,""7"":3084,""8"":1528}","{""5"":2195,""6"":2474,""7"":2715,""8"":1897}","{""5"":1858,""6"":2841,""7"":3084,""8"":1562}","[-38.79,87.67,-258.18]","[21.12403785689392,-25.865092821058525,58.40634107995401]",0.0,1528864,coil_as_tip,thesis_trusted,True,
29,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":1858,""6"":2841,""7"":3084,""8"":1562}","{""5"":2194,""6"":2473,""7"":2715,""8"":1897}","[-50.2,62.7,-242.81]","[4.380165622273722,-1.7706276004890498,69.76527537527775]",0.0,1531056,coil_as_tip,thesis_trusted,True,
30,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2717,""6"":2471,""7"":2193,""8"":1897}","{""5"":2194,""6"":2473,""7"":2715,""8"":1897}","{""5"":2716,""6"":2473,""7"":2194,""8"":1897}","[-50.24,62.370000000000005,-242.46]","[4.012624398966864,-1.4601306934088996,69.80407124959123]",0.037268745014443994,1533208,coil_as_tip,thesis_trusted,True,
31,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":2716,""6"":2473,""7"":2194,""8"":1897}","{""5"":2195,""6"":2473,""7"":2714,""8"":1897}","[-50.28,62.21,-242.4]","[3.943883025142668,-1.3036390384791616,69.8438831254842]",0.0,1535376,coil_as_tip,thesis_trusted,True,
32,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2379,""6"":2287,""7"":2531,""8"":2081}","{""5"":2195,""6"":2473,""7"":2714,""8"":1897}","{""5"":2379,""6"":2309,""7"":2533,""8"":2081}","[-48.52,49.25,-243.15]","[3.9954884054602644,11.678623627254389,68.08892074337369]",0.0,1537592,coil_as_tip,thesis_trusted,True,
33,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2379,""6"":2309,""7"":2533,""8"":2081}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","[-46.93,61.940000000000005,-255.84]","[17.36135362571369,-0.3031281307072433,66.54245001148027]",0.036903414176777005,1539752,coil_as_tip,thesis_trusted,True,
34,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":2011,""6"":2655,""7"":2899,""8"":1713}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","{""5"":2015,""6"":2656,""7"":2899,""8"":1731}","[-47.33,74.16,-248.94]","[11.133570015741299,-12.879854566273153,66.9153621623908]",0.0,1541920,coil_as_tip,thesis_trusted,True,
35,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2015,""6"":2656,""7"":2899,""8"":1731}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.89,64.79,-255.9]","[17.576137078817652,-3.145652450968356,66.50215662496502]",0.0,1544096,coil_as_tip,thesis_trusted,True,
36,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2564,""6"":2840,""7"":2346,""8"":1528}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","{""5"":2565,""6"":2841,""7"":2348,""8"":1565}","[-42.01,88.7,-238.91]","[1.9269313012949567,-27.94094331746342,61.55660211827357]",0.04004408814944327,1546208,coil_as_tip,thesis_trusted,True,
37,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2565,""6"":2841,""7"":2348,""8"":1565}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.86,66.34,-255.73000000000002]","[17.49064733983144,-4.702584456682487,66.47126594496264]",0.03969373903237283,1548368,coil_as_tip,thesis_trusted,True,
38,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2564,""6"":2102,""7"":2346,""8"":2266}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","{""5"":2564,""6"":2144,""7"":2348,""8"":2266}","[-42.22,35.86,-245.22]","[5.358107246986833,25.163615415643896,61.79882802865284]",0.03707387903705239,1550520,coil_as_tip,thesis_trusted,True,
39,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2564,""6"":2144,""7"":2348,""8"":2266}","{""5"":1957,""6"":2471,""7"":2975,""8"":1898}","[-46.86,60.410000000000004,-256.14]","[17.578095945563035,1.2409285015885771,66.47380685414029]",0.0,1552704,coil_as_tip,thesis_trusted,True,
40,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2195,""6"":2732,""7"":2715,""8"":1636}","{""5"":1957,""6"":2471,""7"":2975,""8"":1898}","{""5"":2195,""6"":2733,""7"":2715,""8"":1663}","[-46.59,80.26,-242.31]","[4.84722356656016,-19.330521741466683,66.15035149857742]",0.0,1554896,coil_as_tip,thesis_trusted,True,
41,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2195,""6"":2733,""7"":2715,""8"":1663}","{""5"":1957,""6"":2471,""7"":2975,""8"":1897}","[-46.94,65.4,-255.70000000000002]","[17.409371019426118,-3.765629474652094,66.5513254315323]",0.0,1557040,coil_as_tip,thesis_trusted,True,
42,approach,True,ok,T06,T06,6,"[2.8284271247461907,2.82842712474619,-2.8284271247461907,-2.82842712474619]","[184,184,-184,-184]","{""5"":2379,""6"":2655,""7"":2531,""8"":1713}","{""5"":1956,""6"":2471,""7"":2975,""8"":1898}","{""5"":2380,""6"":2656,""7"":2532,""8"":1731}","[-48.32,74.52,-242.58]","[4.798978306210699,-13.584977247812049,67.88234193339188]",0.0,1559208,coil_as_tip,thesis_trusted,True,
43,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2380,""6"":2656,""7"":2532,""8"":1731}","{""5"":1957,""6"":2471,""7"":2975,""8"":1897}","[-46.980000000000004,65.27,-255.74]","[17.442110238157767,-3.6336646005276663,66.59149277590757]",0.0,1561376,coil_as_tip,thesis_trusted,True,
44,approach,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2195,""6"":2471,""7"":2715,""8"":1897}","{""5"":1957,""6"":2471,""7"":2975,""8"":1897}","{""5"":2195,""6"":2472,""7"":2716,""8"":1897}","[-50.19,61.95,-243.43]","[4.958565100870999,-0.9880703505955992,69.75764688934714]",0.0,1563536,coil_as_tip,thesis_trusted,True,
45,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2195,""6"":2472,""7"":2716,""8"":1897}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","[-47.02,64.1,-255.78]","[17.418387091666006,-2.4632335658290145,66.63184628052343]",0.0,1565704,coil_as_tip,thesis_trusted,True,
46,approach,True,ok,T11,T11,11,"[0.0,-8.0,0.0,8.0]","[0,-522,0,522]","{""5"":2195,""6"":1949,""7"":2715,""8"":2419}","{""5"":1958,""6"":2471,""7"":2975,""8"":1897}","{""5"":2194,""6"":2008,""7"":2717,""8"":2420}","[-33.97,25.25,-244.55]","[4.142720105956812,35.72468393400839,53.5483634448958]",0.036489552818238735,1567864,coil_as_tip,thesis_trusted,True,
47,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2194,""6"":2009,""7"":2717,""8"":2420}","{""5"":1956,""6"":2471,""7"":2975,""8"":1899}","[-46.79,59.15,-256.1]","[17.47000040443706,2.4969248311862557,66.40388851587446]",0.0,1570008,coil_as_tip,thesis_trusted,True,
48,approach,True,ok,T15,T15,15,"[0.0,8.0,0.0,-8.0]","[0,522,0,-522]","{""5"":2195,""6"":2993,""7"":2715,""8"":1375}","{""5"":1956,""6"":2471,""7"":2975,""8"":1899}","{""5"":2195,""6"":2993,""7"":2715,""8"":1430}","[-36.58,97.24000000000001,-249.48000000000002]","[12.964428759383594,-35.892471323909305,56.16324952221665]",0.0,1572152,coil_as_tip,thesis_trusted,True,
49,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2195,""6"":2993,""7"":2715,""8"":1430}","{""5"":1954,""6"":2472,""7"":2975,""8"":1897}","[-46.68,66.96000000000001,-255.86]","[17.654761829786167,-5.3145449517837875,66.2916252295825]",0.0,1574272,coil_as_tip,thesis_trusted,True,
50,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1673,""6"":2471,""7"":3237,""8"":1897}","{""5"":1954,""6"":2472,""7"":2975,""8"":1898}","{""5"":1729,""6"":2471,""7"":3236,""8"":1897}","[-35.61,67.27,-272.34000000000003]","[34.16695854476339,-4.725245631978829,55.281108168264595]",0.03799630794674158,1576392,coil_as_tip,thesis_trusted,True,
51,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":1729,""6"":2471,""7"":3236,""8"":1897}","{""5"":1942,""6"":2471,""7"":2977,""8"":1897}","[-46.480000000000004,64.75,-257.12]","[18.793631540802124,-3.039324362957778,66.09656869031068]",0.0,1578512,coil_as_tip,thesis_trusted,True,
52,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2456,""6"":2471,""7"":2454,""8"":1897}","{""5"":1941,""6"":2471,""7"":2977,""8"":1897}","{""5"":2457,""6"":2471,""7"":2455,""8"":1897}","[-50.03,62.25,-244.85]","[6.393323817687303,-1.2104765266646353,69.60271814002698]",0.0,1580680,coil_as_tip,thesis_trusted,True,
53,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2457,""6"":2471,""7"":2455,""8"":1897}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.81,64.09,-256.4]","[18.037680383790388,-2.419510002800301,66.42408663967416]",0.03804123494774103,1582848,coil_as_tip,thesis_trusted,True,
54,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1826,""6"":2840,""7"":3084,""8"":1528}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","{""5"":1853,""6"":2841,""7"":3084,""8"":1562}","[-39.77,87.84,-261.5]","[24.444827903682295,-25.854967310472375,59.39828409202011]",0.0,1585016,coil_as_tip,thesis_trusted,True,
55,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":1853,""6"":2841,""7"":3084,""8"":1562}","{""5"":1941,""6"":2471,""7"":2976,""8"":1897}","[-46.26,66.87,-257.03000000000003]","[18.819651753192062,-5.161001346597132,65.87586589095773]",0.0,1587192,coil_as_tip,thesis_trusted,True,
56,approach,True,ok,T02,T02,2,"[-2.8284271247461903,-2.82842712474619,2.8284271247461903,2.82842712474619]","[-184,-184,184,184]","{""5"":2011,""6"":2287,""7"":2899,""8"":2081}","{""5"":1941,""6"":2471,""7"":2976,""8"":1897}","{""5"":2013,""6"":2308,""7"":2900,""8"":2081}","[-47.35,51.32,-251.03]","[11.98040183642982,10.03991802042156,66.94699192157421]",0.0,1589368,coil_as_tip,thesis_trusted,True,
57,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2013,""6"":2308,""7"":2900,""8"":2081}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.87,61.980000000000004,-256.15]","[17.673281654352223,-0.326216839803557,66.48356184236341]",0.0,1591480,coil_as_tip,thesis_trusted,True,
58,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2717,""6"":2471,""7"":2193,""8"":1897}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","{""5"":2716,""6"":2471,""7"":2194,""8"":1897}","[-49.980000000000004,61.88,-244.38]","[5.9041121214388,-0.8665196646750388,69.55108875552628]",0.03731872094795108,1593632,coil_as_tip,thesis_trusted,True,
59,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2716,""6"":2471,""7"":2194,""8"":1897}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.86,62.910000000000004,-256.09000000000003]","[17.663896849801375,-1.258098871320442,66.47317893431736]",0.0,1595776,coil_as_tip,thesis_trusted,True,
60,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2195,""6"":2210,""7"":2715,""8"":2158}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","{""5"":2194,""6"":2240,""7"":2716,""8"":2159}","[-46.230000000000004,43.87,-244.98000000000002]","[5.538922237245146,17.15089709756031,65.80650205411268]",0.0,1597952,coil_as_tip,thesis_trusted,True,
61,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1934,""6"":2471,""7"":2976,""8"":1897}","{""5"":2194,""6"":2240,""7"":2716,""8"":2159}","{""5"":1956,""6"":2471,""7"":2975,""8"":1897}","[-46.93,60.76,-256.05]","[17.506979485491826,0.8865323965187031,66.54341899258063]",0.04101411602459848,1600072,coil_as_tip,thesis_trusted,True,
